Gene.symbol	Gene.title	adj.P.Val	logFC
		0.916155887710391	0.107471394794874
SSRP1	structure specific recognition protein 1	0.916155887710391	0.113200915871795
A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	0.916242533640309	0.0604726866666669
IL17RE	interleukin 17 receptor E	0.916242533640309	0.0722406823846127
FER	FER tyrosine kinase	0.916242533640309	-0.119328349205127
		0.916242533640309	0.0524366948461545
RUSC1	RUN and SH3 domain containing 1	0.916367142494602	0.062520290384616
PEF1	penta-EF-hand domain containing 1	0.916367142494602	0.0863943159487173
		0.916367142494602	-0.0489939659230778
TRIB3	tribbles pseudokinase 3	0.916367142494602	-0.0730255550769243
ADO	2-aminoethanethiol dioxygenase	0.916367142494602	0.0603087515641025
GTF3C2	general transcription factor IIIC subunit 2	0.916367142494602	0.0533341405384586
AGBL1	ATP/GTP binding protein like 1	0.916367142494602	-0.0689304560000013
HSP90B2P	heat shock protein 90 beta family member 2, pseudogene	0.916446457845282	-0.080179661358974
SMAD3	SMAD family member 3	0.916472758599423	0.0770061487692315
		0.91663777188317	0.127420308948717
		0.91663777188317	-0.0637098971538475
CBARP	CACN beta subunit associated regulatory protein	0.91663777188317	0.0733616154871779
NRTN///NRTN	neurturin///neurturin	0.91663777188317	-0.076577406410256
TM9SF2	transmembrane 9 superfamily member 2	0.91678215998891	-0.104419150128205
SCARNA4	small Cajal body-specific RNA 4	0.91678663155548	0.243752885307692
GGH	gamma-glutamyl hydrolase	0.916787120377849	-0.130411610410256
		0.916828219894744	-0.135907284974358
TUBBP5	tubulin beta pseudogene 5	0.916828219894744	0.0630955766923078
ZSWIM1	zinc finger SWIM-type containing 1	0.916848428093688	0.161375067384615
WNT5B	Wnt family member 5B	0.916860513953535	-0.0695719498205127
		0.91699392818407	-0.0411985909230763
LMAN2L	lectin, mannose binding 2 like	0.91699392818407	-0.128658929974359
		0.917005250599171	-0.0628242651025648
CCL16	C-C motif chemokine ligand 16	0.91713451692345	0.063343914615384
CLU	clusterin	0.91713451692345	-0.164244996666667
RNF113A	ring finger protein 113A	0.91713451692345	0.0713467231794871
PARP10	poly(ADP-ribose) polymerase family member 10	0.91713451692345	-0.0665575948205115
LINC00176	long intergenic non-protein coding RNA 176	0.91713451692345	0.0783505201282058
PGM3	phosphoglucomutase 3	0.917137394328454	-0.0978754583589776
LAMP2	lysosomal associated membrane protein 2	0.917145333242064	0.0878687284871802
C2orf27B	chromosome 2 open reading frame 27B	0.917145333242064	0.0785538784615376
IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic	0.91740668390515	0.0994404013333323
SYNE4	spectrin repeat containing nuclear envelope family member 4	0.917435669388357	0.0756885766153843
KRTAP10-10	keratin associated protein 10-10	0.91747209742219	-0.0746386884102561
VAMP2	vesicle associated membrane protein 2	0.917477419568889	-0.0787643868974337
ZNF652	zinc finger protein 652	0.91751636229221	0.0884242413589735
PLIN1	perilipin 1	0.917527359270743	0.0722553416923066
LOC338797	uncharacterized LOC338797	0.917604957953609	0.0689764391282042
C10orf53	chromosome 10 open reading frame 53	0.917604957953609	0.0641364634102564
PATL2	PAT1 homolog 2	0.917604957953609	-0.070176403179488
C10orf111	chromosome 10 open reading frame 111	0.917604957953609	-0.0734806300769231
GALNT1	polypeptide N-acetylgalactosaminyltransferase 1	0.917639754731746	0.0849731950769232
		0.917663984180837	0.0625870479230768
		0.917838057871622	0.0753608488974358
PROX1	prospero homeobox 1	0.917851598814104	0.0526610452051282
		0.917851598814104	-0.0588130966153848
DZANK1	double zinc ribbon and ankyrin repeat domains 1	0.917851598814104	-0.0608821754358964
REM1	RRAD and GEM like GTPase 1	0.917851598814104	0.0783620951282025
ZNF567	zinc finger protein 567	0.917851598814104	-0.080378914205129
		0.917851598814104	-0.0320048473589738
TRPC5	transient receptor potential cation channel subfamily C member 5	0.917851598814104	-0.0379582958717934
		0.917851598814104	-0.118493242461539
ARSA	arylsulfatase A	0.917851598814104	-0.0619684971282064
TTC27	tetratricopeptide repeat domain 27	0.917851598814104	-0.104016679923078
		0.917851598814104	-0.0918751390769232
		0.917851598814104	-0.0512256107435918
TMEM200B	transmembrane protein 200B	0.917860725283296	-0.107583321051283
ZNF561	zinc finger protein 561	0.917958860213306	0.114734706102563
CHRNA7	cholinergic receptor nicotinic alpha 7 subunit	0.917961195296509	0.0976237473333326
SLC5A3	solute carrier family 5 member 3	0.918005974325825	-0.0947965172820506
		0.918150663271388	0.0792070817692307
GDF5OS	growth differentiation factor 5 opposite strand	0.918150663271388	0.0715089044871786
TBC1D10A	TBC1 domain family member 10A	0.918150663271388	-0.0665960993589758
NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	0.918236330738353	0.10223011825641
AKAP8L	A-kinase anchoring protein 8 like	0.918239977879396	0.0437711219487156
TRIM55	tripartite motif containing 55	0.918239977879396	0.0654846564871794
RNU4-2	RNA, U4 small nuclear 2	0.918340406003532	0.172821822923076
GNPAT	glyceronephosphate O-acyltransferase	0.918340406003532	-0.0936296976923092
ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	0.918340406003532	-0.0870768420256409
PACSIN2	protein kinase C and casein kinase substrate in neurons 2	0.918340406003532	0.0589134269743585
CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1	0.918340406003532	0.0485691778205126
		0.918340406003532	0.0786314679999989
		0.91835306704972	-0.0736177652820516
CYSRT1	cysteine rich tail 1	0.91835306704972	0.0734014136410206
RFPL2	ret finger protein like 2	0.918494128156627	-0.0774527008205133
FRG2C	FSHD region gene 2 family member C	0.918494128156627	-0.0706296258717942
LINC00917	long intergenic non-protein coding RNA 917	0.918494128156627	-0.182813453435897
MDN1	midasin AAA ATPase 1	0.918494128156627	0.0674107088974338
ACACA	acetyl-CoA carboxylase alpha	0.918494128156627	-0.0617309815641045
NFATC4	nuclear factor of activated T-cells 4	0.918494128156627	0.0474523936666671
TMEM132D	transmembrane protein 132D	0.918494128156627	-0.0554941778974358
EBLN1	endogenous Bornavirus-like nucleoprotein 1	0.918494128156627	-0.0477413332307695
RASL10B	RAS like family 10 member B	0.918494128156627	-0.0767608377692319
		0.918494128156627	0.118484212384617
SUPT4H1	SPT4 homolog, DSIF elongation factor subunit	0.918507609559327	0.0836928452820516
		0.918507609559327	-0.0772946034871804
		0.918507609559327	-0.173424408717949
LRRFIP1	LRR binding FLII interacting protein 1	0.918507609559327	-0.138812220179485
		0.918507609559327	-0.0410917760769234
SOCS3	suppressor of cytokine signaling 3	0.918507609559327	0.144132707307692
TMEM191B///TMEM191C///TMEM191A	transmembrane protein 191B///transmembrane protein 191C///transmembrane protein 191A (pseudogene)	0.918507609559327	0.11506233330769
IDI1	isopentenyl-diphosphate delta isomerase 1	0.918507609559327	0.106047684512819
		0.918507609559327	0.0595899871794869
		0.918507609559327	0.077383569205129
LOC100131510	uncharacterized LOC100131510	0.918507609559327	-0.0929633664871812
		0.918507609559327	-0.113318505871796
SP4	Sp4 transcription factor	0.918507609559327	-0.0656317844615399
		0.918552965156983	-0.16994783620513
MBD5	methyl-CpG binding domain protein 5	0.918571419751039	-0.0896587103846169
TNIP3	TNFAIP3 interacting protein 3	0.918732492921964	0.0755050061538456
CCNT1	cyclin T1	0.918732492921964	-0.122682730615383
		0.918732492921964	-0.10265971725641
		0.918732492921964	-0.0373247925384619
LRFN4	leucine rich repeat and fibronectin type III domain containing 4	0.918732492921964	-0.0672643710000003
USP48	ubiquitin specific peptidase 48	0.918883902885758	-0.0843192603333378
COL5A3	collagen type V alpha 3 chain	0.918883902885758	-0.0910045710512826
SLC34A3	solute carrier family 34 member 3	0.918938767553265	-0.064878497948718
		0.918938767553265	-0.0298238606666668
		0.919024098027429	0.0922710392051282
UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)	0.919024098027429	-0.120293104461539
MARS2	methionyl-tRNA synthetase 2, mitochondrial	0.919024098027429	0.114098020282049
SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1	speedy/RINGO cell cycle regulator family member E16///speedy/RINGO cell cycle regulator family member E2B///speedy/RINGO cell cycle regulator family member E6///speedy/RINGO cell cycle regulator family member E8, pseudogene///speedy/RINGO cell cycle regulator family member E2///speedy/RINGO cell cycle regulator family member E3///speedy/RINGO cell cycle regulator family member E7, pseudogene///speedy/RINGO cell cycle regulator family member E1	0.919111132652154	0.139971272538463
LINC00467	long intergenic non-protein coding RNA 467	0.919262184132359	-0.124717810461539
PCDHA7	protocadherin alpha 7	0.919339049727258	-0.0993052512564114
CBLB	Cbl proto-oncogene B	0.919339049727258	0.125479148666666
RTN1	reticulon 1	0.919339049727258	-0.107061414512821
FAM187B	family with sequence similarity 187 member B	0.919339049727258	0.060622588948716
DNAJB6	DnaJ heat shock protein family (Hsp40) member B6	0.919361038652659	-0.0900476842051265
COL9A3	collagen type IX alpha 3 chain	0.919361038652659	0.0874831189230756
C9	complement component 9	0.919361038652659	0.0440367266410244
		0.919361038652659	0.0508404646923073
ZNF701	zinc finger protein 701	0.919361038652659	-0.0881032698974353
RIC8B	RIC8 guanine nucleotide exchange factor B	0.919361038652659	-0.0821601612051293
		0.919399636901526	0.0868013739743589
IFI44	interferon induced protein 44	0.919402572859946	0.172814639230769
SOCS6	suppressor of cytokine signaling 6	0.919402572859946	-0.0929510397435918
MEA1	male-enhanced antigen 1	0.919402572859946	0.0775520533333349
HES4	hes family bHLH transcription factor 4	0.919402572859946	0.0754641446410229
		0.919402572859946	0.0447137296410252
ADAM32	ADAM metallopeptidase domain 32	0.919402572859946	-0.0651060803589742
FAM131A	family with sequence similarity 131 member A	0.919402572859946	-0.0519806446410271
OR10P1	olfactory receptor family 10 subfamily P member 1	0.919402572859946	0.0714321199230765
ARF4	ADP ribosylation factor 4	0.919402572859946	0.0763501504102546
		0.919417147214925	0.085898772410256
		0.919417147214925	0.0933423447692299
C7orf61	chromosome 7 open reading frame 61	0.919417147214925	0.0639413798974351
AP1M2	adaptor related protein complex 1 mu 2 subunit	0.919448187117926	-0.0672270597692317
		0.919448187117926	0.0614351925641028
ZFAND6	zinc finger AN1-type containing 6	0.919448187117926	-0.0764822821282056
USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2	ubiquitin specific peptidase 17-like family member 15///ubiquitin specific peptidase 17-like family member 20///ubiquitin specific peptidase 17-like family member 3///ubiquitin specific peptidase 17-like family member 4///ubiquitin specific peptidase 17-like family member 8///ubiquitin specific peptidase 17-like family member 9, pseudogene///ubiquitin specific peptidase 17-like family member 6, pseudogene///ubiquitin specific peptidase 17-like family member 2	0.919482047292983	0.0524553519230739
		0.919526226289749	-0.066171682102564
ADPRH	ADP-ribosylarginine hydrolase	0.919526226289749	-0.071665437102566
PALD1	phosphatase domain containing, paladin 1	0.919631680148811	0.0779687590000018
		0.919631680148811	0.212710081307694
		0.919631680148811	0.0734989220512814
SIX4	SIX homeobox 4	0.919631680148811	-0.0730293525128207
		0.919631680148811	-0.19183524461538
		0.919631680148811	-0.0435471575128208
		0.919631680148811	0.0516171435897439
BCL6B	B-cell CLL/lymphoma 6B	0.919631680148811	-0.0527585174871792
		0.919631680148811	0.0349188905641031
GNG7	G protein subunit gamma 7	0.919631680148811	-0.110461626153846
		0.919631680148811	0.0557624902564107
TMEM125	transmembrane protein 125	0.919631680148811	0.0539039241538459
		0.919631680148811	-0.04994600751282
HLA-DMA	major histocompatibility complex, class II, DM alpha	0.919631680148811	-0.144078317358971
PLEKHG1///PLEKHG1	pleckstrin homology and RhoGEF domain containing G1///pleckstrin homology and RhoGEF domain containing G1	0.919631680148811	-0.0667798876153851
MS4A10	membrane spanning 4-domains A10	0.919631680148811	-0.0710804249743582
COLGALT2	collagen beta(1-O)galactosyltransferase 2	0.919631680148811	-0.0717814204102565
ZNF850	zinc finger protein 850	0.919631680148811	-0.148428283641026
		0.919631680148811	0.108942427999999
		0.919631680148811	0.144762820102564
		0.919631680148811	0.128103674641026
HNRNPA3///HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1	0.919631680148811	-0.103220744358982
PAGR1	PAXIP1 associated glutamate rich protein 1	0.919631680148811	-0.115457183076924
HOXB2	homeobox B2	0.919631680148811	-0.204764604948716
CYP4B1	cytochrome P450 family 4 subfamily B member 1	0.919631680148811	-0.0615263458205124
		0.919631680148811	0.0556161016923076
CYP2B6	cytochrome P450 family 2 subfamily B member 6	0.919631680148811	-0.0631466976666673
CEP250	centrosomal protein 250	0.919631680148811	-0.0653726895384619
DNM1P35	dynamin 1 pseudogene 35	0.919631680148811	0.068007220384616
DNAJC12	DnaJ heat shock protein family (Hsp40) member C12	0.919631680148811	0.102604003897437
		0.919631680148811	-0.135870088461539
		0.919631680148811	-0.0373883956410292
		0.919631680148811	0.191411612897435
MBTPS2///MBTPS2	membrane bound transcription factor peptidase, site 2///membrane bound transcription factor peptidase, site 2	0.919631680148811	-0.0769865689487181
		0.919631680148811	-0.0952956714359008
DCAF8	DDB1 and CUL4 associated factor 8	0.919631680148811	-0.0771512198461535
SOSTDC1	sclerostin domain containing 1	0.919631680148811	0.0835443819230757
LOC442132	golgin A6 family-like 1 pseudogene	0.919631680148811	0.176694325666668
		0.919631680148811	0.141307973538461
		0.919631680148811	-0.169200913205128
ARL2-SNX15///SNX15	ARL2-SNX15 readthrough (NMD candidate)///sorting nexin 15	0.919665240039459	-0.0602089502307699
		0.919665240039459	0.104524146179489
MIGA2	mitoguardin 2	0.919665240039459	0.0829301089743577
EYS	eyes shut homolog (Drosophila)	0.919665240039459	-0.0302500171794873
SIAH3	siah E3 ubiquitin protein ligase family member 3	0.919781348740243	-0.069972545743588
AP3B2	adaptor related protein complex 3 beta 2 subunit	0.919785164644385	-0.0531695158461547
		0.919785164644385	-0.200137663282053
ANKRD34C	ankyrin repeat domain 34C	0.919801923605545	0.0670761928974359
PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma	0.919850200985862	0.08345975930769
		0.919884318924877	-0.134964409128204
NUDT17	nudix hydrolase 17	0.919884318924877	0.0634337029743586
		0.919978389172579	-0.044617626692308
		0.919978389172579	0.115360463743587
		0.920163661609449	0.0973385653333292
SRP9	signal recognition particle 9	0.920258038395293	-0.0546024796153883
NUP88	nucleoporin 88	0.920258038395293	0.106814984487178
DDX31	DEAD-box helicase 31	0.920269674260938	0.0669412437435879
RAB2B	RAB2B, member RAS oncogene family	0.920329991465258	0.0966640581538458
		0.920329991465258	-0.0686927580512826
NOLC1	nucleolar and coiled-body phosphoprotein 1	0.920329991465258	0.0699303698461531
		0.920329991465258	0.0704585320000013
		0.920329991465258	0.223458354461538
		0.920329991465258	-0.127623673358976
		0.920330512914705	-0.0443727294615388
		0.920330512914705	0.138002181128205
NAT9	N-acetyltransferase 9 (putative)	0.920342439223249	0.0963987862307665
		0.920342439223249	-0.0453396621538467
NPC1L1	NPC1 like intracellular cholesterol transporter 1	0.920342439223249	0.065097042743588
MYOZ2	myozenin 2	0.920342439223249	0.0422242558205128
		0.920441418169716	-0.109968098461538
		0.920494582376345	-0.0382959783076933
GJA4	gap junction protein alpha 4	0.920494582376345	0.0695358237948716
CCDC126	coiled-coil domain containing 126	0.920494582376345	-0.106741261897437
INTS1	integrator complex subunit 1	0.920494582376345	-0.053727289692306
		0.920494582376345	0.0415778857948723
CCDC130	coiled-coil domain containing 130	0.920495038123287	0.0857723591025623
LINC00852	long intergenic non-protein coding RNA 852	0.920506635546053	0.076602159179485
CRP	C-reactive protein, pentraxin-related	0.920506635546053	0.0560164848205127
		0.920506635546053	0.0772023987948716
SPINK6	serine peptidase inhibitor, Kazal type 6	0.920523122746635	0.0508003917435906
LINC01547	long intergenic non-protein coding RNA 1547	0.920523122746635	0.0522736284358976
		0.920627769651369	0.073498932333333
KLF1	Kruppel like factor 1	0.920627769651369	-0.0939938952051271
		0.920640377903693	0.0533813358717943
CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1	0.920646921303029	0.087589589538462
RPS6KB1	ribosomal protein S6 kinase B1	0.920646921303029	0.0634209391025617
ADGRF1	adhesion G protein-coupled receptor F1	0.920646921303029	0.053934142538461
		0.920664718999912	-0.070632103692307
UBR2	ubiquitin protein ligase E3 component n-recognin 2	0.920664718999912	-0.0473851063076935
		0.920673628347008	-0.0608800073589739
RECK	reversion inducing cysteine rich protein with kazal motifs	0.920673628347008	-0.100953063743588
		0.920786849050559	0.0588243193076918
		0.920786849050559	0.112632330333331
		0.920786849050559	0.0433258842051281
EFCAB1	EF-hand calcium binding domain 1	0.920786849050559	0.0392849567948712
CSRP3	cysteine and glycine rich protein 3	0.920913820207969	0.0504614696153842
SNORA40///TAF1D	small nucleolar RNA, H/ACA box 40///TATA-box binding protein associated factor, RNA polymerase I subunit D	0.921026491686845	0.187305402102563
RTEL1-TNFRSF6B///RTEL1///TNFRSF6B	RTEL1-TNFRSF6B readthrough (NMD candidate)///regulator of telomere elongation helicase 1///TNF receptor superfamily member 6b	0.921026491686845	0.0461299417179477
		0.921026491686845	0.049883573717949
C9orf85	chromosome 9 open reading frame 85	0.921026491686845	-0.0980728920769236
		0.921026491686845	0.116878984410256
CDO1	cysteine dioxygenase type 1	0.921118615568958	0.0763836984358974
POM121L10P///POM121L8P///POM121L9P///POM121L1P	POM121 transmembrane nucleoporin like 10, pseudogene///POM121 transmembrane nucleoporin like 8, pseudogene///POM121 transmembrane nucleoporin like 9, pseudogene///POM121 transmembrane nucleoporin like 1, pseudogene	0.921118615568958	0.227389199410257
		0.921179055743718	-0.0694093429487177
		0.921262966909014	0.199790467615386
KCTD21	potassium channel tetramerization domain containing 21	0.921262966909014	-0.0729291973076904
		0.921262966909014	0.0632336588205136
		0.921262966909014	-0.0819804941794886
LOC399886	uncharacterized LOC399886	0.921262966909014	-0.0724935953846151
DCLK1	doublecortin like kinase 1	0.921262966909014	0.0598566941025642
		0.921262966909014	0.0688146896923065
CDCP2	CUB domain containing protein 2	0.921262966909014	-0.0544415577435897
HSD17B11	hydroxysteroid 17-beta dehydrogenase 11	0.921262966909014	0.0544005313076905
KLF4	Kruppel like factor 4	0.921262966909014	0.154185100076925
		0.921262966909014	-0.0746625605897462
SIRT4	sirtuin 4	0.921262966909014	-0.0690823188461538
		0.921262966909014	-0.0527985475384609
		0.921262966909014	-0.0769015444871801
		0.921368942471591	-0.121700778333334
LRRC8B	leucine rich repeat containing 8 family member B	0.921370083352917	0.154993392256409
FBXO4	F-box protein 4	0.921370083352917	0.0781460491538439
		0.9213940091222	-0.120603533538462
HDAC10	histone deacetylase 10	0.921443864851928	-0.0513932244358966
		0.921675164628695	-0.0928295815897435
DDX19B	DEAD-box helicase 19B	0.921679810474599	-0.09871967494872
SNORD115-42///SNORD115-40///SNORD115-21///SNORD115-6	small nucleolar RNA, C/D box 115-42///small nucleolar RNA, C/D box 115-40///small nucleolar RNA, C/D box 115-21///small nucleolar RNA, C/D box 115-6	0.921679810474599	0.0341143753589748
		0.921679810474599	-0.18670445325641
SEPHS2	selenophosphate synthetase 2	0.921679810474599	0.0545157990256424
		0.921679810474599	0.127594525794871
NPTX2	neuronal pentraxin 2	0.921679810474599	-0.098079752589741
		0.921679810474599	-0.0411122634871797
		0.921763654816034	-0.131437781615385
		0.921763654816034	0.220958941333333
ASPG	asparaginase	0.921765674267054	0.073527725871795
SV2B	synaptic vesicle glycoprotein 2B	0.921765674267054	-0.050143214333334
TNFAIP8L2-SCNM1///SCNM1	TNFAIP8L2-SCNM1 readthrough///sodium channel modifier 1	0.921765674267054	0.073160448333331
KRTAP13-4	keratin associated protein 13-4	0.921765674267054	0.0784929874871798
		0.921765674267054	-0.171883766179484
		0.921765674267054	0.179433296589742
C8orf48	chromosome 8 open reading frame 48	0.921765674267054	0.062003361435897
ZMIZ2	zinc finger MIZ-type containing 2	0.921792825983491	-0.0488648622564112
		0.921792825983491	-0.102223842769232
KLHL4	kelch like family member 4	0.921850931717134	-0.0481272163333339
OR4A5	olfactory receptor family 4 subfamily A member 5	0.92208131549644	0.0603847313589738
PDGFRL	platelet derived growth factor receptor like	0.922096923490808	0.0634036135384615
		0.92210152441613	-0.0622551185897424
EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon	0.922110545298662	-0.0707327103333331
		0.922157228295322	0.0584826665128206
		0.922160476359199	-0.0288987876410256
QDPR	quinoid dihydropteridine reductase	0.922160476359199	0.0739035583333338
		0.922354777937178	-0.0481097025384609
		0.922362935863788	-0.0396280527948711
		0.922362935863788	0.107390714102563
		0.922362935863788	-0.051466720461538
		0.922362935863788	0.137525712615385
OR5M10	olfactory receptor family 5 subfamily M member 10	0.922395459678761	0.0613960555384625
CAMKMT	calmodulin-lysine N-methyltransferase	0.922483023598977	-0.0874021584358973
		0.922524541883883	-0.0519761419230771
NKX6-3	NK6 homeobox 3	0.922532508169201	0.0553007470256404
ZNF780A	zinc finger protein 780A	0.922532508169201	-0.0921970470512816
MASP2	mannan binding lectin serine peptidase 2	0.922532508169201	0.05469305474359
CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1	0.922532508169201	-0.133691162974359
GBP5	guanylate binding protein 5	0.922548315698431	0.144028279333333
		0.922548315698431	0.0589058225897432
FAM178B	family with sequence similarity 178 member B	0.922548315698431	0.0566046978205144
HSPB9	heat shock protein family B (small) member 9	0.922548315698431	0.0681839517435892
EFHD1	EF-hand domain family member D1	0.922548315698431	-0.0758250545641035
		0.922548315698431	-0.0386599880256417
OPALIN	oligodendrocytic myelin paranodal and inner loop protein	0.922548315698431	0.0588918916923076
		0.922548315698431	-0.0673463532051293
MMD	monocyte to macrophage differentiation associated	0.922548315698431	0.123824481717948
		0.922548315698431	0.0835247658461538
PIN1P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1	0.922548315698431	-0.0588027993333347
		0.922548315698431	0.0780538330256402
		0.922548315698431	-0.0819263950769233
SSTR4	somatostatin receptor 4	0.922548315698431	-0.0698109524871802
		0.922548315698431	-0.0909827638461547
		0.922548315698431	0.0916911327435894
MIR34A	microRNA 34a	0.922548315698431	-0.0621552679487181
		0.922582919216158	-0.15835586494872
		0.922582919216158	0.02880913
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPB5///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///PKD1P2///NPIPB3///NPIPA1///PKD1///NPIPB5///NPIPB4///NPIPB3	PKD1P6-NPIPP1 readthrough///nuclear pore complex interacting protein family member A8///nuclear pore complex interacting protein family member A7///nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member A2///nuclear pore complex interacting protein family member A3///nuclear pore complex interacting protein family member B4///polycystin 1, transient receptor potential channel interacting pseudogene 1///pyridoxal dependent decarboxylase domain containing 2, pseudogene///polycystin 1, transient receptor potential channel interacting pseudogene 2///nuclear pore complex interacting protein family member B3///nuclear pore complex interacting protein family member A1///polycystin 1, transient receptor potential channel interacting///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member B4///nuclear pore complex interacting protein family member B3	0.922582919216158	-0.0797067347692311
FAM149A	family with sequence similarity 149 member A	0.922582919216158	0.0591623648974378
		0.922582919216158	-0.0767284037179494
SCN8A	sodium voltage-gated channel alpha subunit 8	0.922582919216158	0.0725120503333319
ADAM18	ADAM metallopeptidase domain 18	0.922582919216158	0.0396987985384611
BEND6	BEN domain containing 6	0.922582919216158	0.0651555679999993
ZXDC	ZXD family zinc finger C	0.922828282439661	0.0527170455128196
GOT2	glutamic-oxaloacetic transaminase 2	0.922828282439661	-0.0800347549743581
		0.922859800819197	0.0681470746666646
CDPF1	cysteine rich DPF motif domain containing 1	0.922879926323973	-0.0791353967435899
TMC7	transmembrane channel like 7	0.922881923352636	-0.0590106570769242
		0.922898555654769	0.0474022912820509
CDS2	CDP-diacylglycerol synthase 2	0.922898555654769	-0.043556941948717
TGFBR1	transforming growth factor beta receptor 1	0.923017745720541	0.076592831282051
		0.923017745720541	0.0834558347692296
KIF6	kinesin family member 6	0.923017745720541	-0.0661872343333334
		0.923017745720541	0.123953617051282
TNNT1	troponin T1, slow skeletal type	0.923017745720541	0.0897102235641016
		0.923017745720541	0.179235259333332
NAA16	N(alpha)-acetyltransferase 16, NatA auxiliary subunit	0.923017745720541	0.0985111827435894
BCDIN3D	BCDIN3 domain containing RNA methyltransferase	0.923034812165116	-0.0886624607179503
		0.923034812165116	0.152022933538461
		0.923034812165116	0.101470612487179
MIR15B	microRNA 15b	0.923034812165116	-0.0850140180000007
SNX10	sorting nexin 10	0.923034812165116	-0.100185176076925
NARFL	nuclear prelamin A recognition factor like	0.923034812165116	-0.0617067721538467
		0.923034812165116	0.0774064302564099
FOXO1	forkhead box O1	0.923034812165116	0.0734723372564092
RNU2-1	RNA, U2 small nuclear 1	0.923034812165116	-0.147422838000002
AGAP5///AGAP9///AGAP12P///AGAP6///AGAP11///AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5///ArfGAP with GTPase domain, ankyrin repeat and PH domain 9///ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene///ArfGAP with GTPase domain, ankyrin repeat and PH domain 6///ArfGAP with GTPase domain, ankyrin repeat and PH domain 11///ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	0.923034812165116	-0.0603217110256402
F9	coagulation factor IX	0.923034812165116	-0.0419342654871797
		0.923034812165116	-0.126602403307693
		0.923034812165116	0.0439161221538455
		0.923233210599871	0.139718316564102
OR6K6	olfactory receptor family 6 subfamily K member 6	0.923254618588394	0.0616217159999999
CECR2	CECR2, histone acetyl-lysine reader	0.923254618588394	-0.0731432178974356
PGBD5	piggyBac transposable element derived 5	0.923295365434106	0.0627879824102564
MAP3K19	mitogen-activated protein kinase kinase kinase 19	0.923295365434106	0.0297377459230757
		0.923295365434106	-0.0621377893076924
LOC100128185	PNAS-19	0.923295365434106	0.062376268282053
AVPR2	arginine vasopressin receptor 2	0.923298907298015	-0.070415698307694
LCN8	lipocalin 8	0.92333789803524	-0.110005966692308
ATF7IP2	activating transcription factor 7 interacting protein 2	0.92333789803524	-0.118542221974359
MIR125A	microRNA 125a	0.923383579532002	0.0711411605128198
		0.923503041435266	-0.185169922923078
TMEM179	transmembrane protein 179	0.923552496230508	0.0550970148461527
		0.923561617791744	-0.0448186386153848
		0.923561617791744	-0.0342597387179477
SFTA2	surfactant associated 2	0.923585455107841	0.0725183321538445
ABCC8	ATP binding cassette subfamily C member 8	0.923596478083597	0.0482518589230754
		0.923647785792041	0.115923722358974
		0.923647785792041	0.0835818311794871
ELL2	elongation factor for RNA polymerase II 2	0.923685763924774	-0.174125263846152
C19orf70	chromosome 19 open reading frame 70	0.923787008061105	-0.126429760179487
ZNF670-ZNF695///ZNF695	ZNF670-ZNF695 readthrough (NMD candidate)///zinc finger protein 695	0.923799512787176	-0.0873852262051287
		0.923799512787176	-0.0607103578461547
ZNF570	zinc finger protein 570	0.923799512787176	-0.107110342128205
NXNL1	nucleoredoxin-like 1	0.923799512787176	0.0728414904871793
		0.923834170520525	0.0678524092307704
		0.923834170520525	0.113655986282051
KIAA1654	KIAA1654 protein	0.923836349535085	0.0656700911025663
NET1	neuroepithelial cell transforming 1	0.923836349535085	-0.103731772692308
		0.923836349535085	-0.112989087948717
RPL6P27///RPL6	ribosomal protein L6 pseudogene 27///ribosomal protein L6	0.923836349535085	-0.0878106972307693
CASQ2	calsequestrin 2	0.923836349535085	0.0527527739487179
SLC1A5	solute carrier family 1 member 5	0.923836349535085	0.0557807425128187
CCDC78	coiled-coil domain containing 78	0.923836349535085	0.0658907238717958
